video_id,views,likes,comments,crawl_date
WTBs9P_NAjM,4466,16,2,2025-11-25T03:46:18.350190+00:00
WTPxXxXHyRo,4319882,57760,380,2025-11-25T03:46:18.350193+00:00
WUSSa8aemOI,1240,4,1,2025-11-25T03:46:18.350196+00:00
WUkzrgm-E34,1198,11,0,2025-11-25T03:46:18.350199+00:00
WUqAgSkXnPU,18641,1367,16,2025-11-25T03:46:18.350202+00:00
WWNs_hS5DHo,5181,168,1,2025-11-25T03:46:18.350205+00:00
WWb6UUk6kHg,293178,7734,369,2025-11-25T03:46:18.350208+00:00
WXNEqgciCb4,46,3,0,2025-11-25T03:46:18.350211+00:00
WZ6AHwXku8U,409828,0,196,2025-11-25T03:46:18.350214+00:00
W_3jayZXLfA,1493,32,0,2025-11-25T03:46:18.350217+00:00
WbaZWKNClDY,662070,906,6,2025-11-25T03:46:18.350220+00:00
Wc91LMMhIZQ,33563,0,0,2025-11-25T03:46:18.350223+00:00
WclNo0ORTbw,196,10,2,2025-11-25T03:46:18.350226+00:00
Wdyeu9YjIqs,41749,135,0,2025-11-25T03:46:18.350230+00:00
WeE0k7QLDBs,39953,842,0,2025-11-25T03:46:18.350233+00:00
WpN94lbpiJE,50727,119,6,2025-11-25T03:46:18.350236+00:00
WpkM-lr9btU,1453,5,0,2025-11-25T03:46:18.350239+00:00
Wqxyb0qUinc,1192,7,0,2025-11-25T03:46:18.350242+00:00
WrZM9zcHbic,1527,7,1,2025-11-25T03:46:18.350245+00:00
WuBLYyi-NfA,48523,1809,132,2025-11-25T03:46:18.350248+00:00
WuhL_0p72AU,15979,76,0,2025-11-25T03:46:18.350251+00:00
WwWXTsctkGs,4993,112,0,2025-11-25T03:46:18.350254+00:00
WwuIY3gTd8w,17075,122,1,2025-11-25T03:46:18.350257+00:00
WxqAxtrqZTw,14874,85,6,2025-11-25T03:46:18.350260+00:00
WyKP-fwZksg,185,2,0,2025-11-25T03:46:18.350263+00:00
Wz14JMVVEqI,528,9,0,2025-11-25T03:46:18.350266+00:00
Wz_iIcetK8k,19958,86,1,2025-11-25T03:46:18.350269+00:00
X-kWm-vpSck,48828,248,0,2025-11-25T03:46:18.350272+00:00
X3J9oWe1xjQ,17681,186,0,2025-11-25T03:46:18.350275+00:00
X3K_jRrSAXU,755,0,0,2025-11-25T03:46:18.350278+00:00
X3e3xYXkpvI,218153,5788,32,2025-11-25T03:46:18.350281+00:00
X5v4diWthS8,9426,84,0,2025-11-25T03:46:18.933603+00:00
X81Gk5RKItk,76250,208,1,2025-11-25T03:46:18.933621+00:00
X8S6Y6fh1Oc,33872,90,0,2025-11-25T03:46:18.933624+00:00
X9CCRXra1uA,700,16,0,2025-11-25T03:46:18.933627+00:00
X9V1AJuzhp8,88700,957,16,2025-11-25T03:46:18.933629+00:00
XAj6yglBWYk,1384,8,0,2025-11-25T03:46:18.933631+00:00
XBKpYN_tTeM,21354,0,0,2025-11-25T03:46:18.933634+00:00
XC0iW-3tO-E,59,3,0,2025-11-25T03:46:18.933636+00:00
XDpI_aeeUO8,6485,41,0,2025-11-25T03:46:18.933638+00:00
XGRUEbE-MgY,287704,5313,2,2025-11-25T03:46:18.933641+00:00
XK-apj0Pd8g,23741,189,0,2025-11-25T03:46:18.933643+00:00
XK-hobvAJYM,1509,0,3,2025-11-25T03:46:18.933645+00:00
XKIFzFZCdT4,20240,137,3,2025-11-25T03:46:18.933647+00:00
XKfwwhCwyMY,4160,23,1,2025-11-25T03:46:18.933650+00:00
XLmAaUrJaVs,718,8,2,2025-11-25T03:46:18.933652+00:00
XM9a3YJghzk,22605,232,62,2025-11-25T03:46:18.933654+00:00
XN6SI-Gcrj8,1367,0,4,2025-11-25T03:46:18.933657+00:00
XNosyRQ-Tgc,2189,24,2,2025-11-25T03:46:18.933659+00:00
XOfQ6I1oJxE,26546,286,33,2025-11-25T03:46:18.933661+00:00
XRqf1r1mSQQ,17755,116,0,2025-11-25T03:46:18.933664+00:00
XU4K8UpFTPE,12212,253,4,2025-11-25T03:46:18.933666+00:00
XUC44hMo1wI,1387,38,0,2025-11-25T03:46:18.933668+00:00
XWNbADqWGxg,182631,208,3,2025-11-25T03:46:18.933670+00:00
XWPKodwtEBI,30605,137,0,2025-11-25T03:46:18.933673+00:00
XWQpSClkRxE,864,0,0,2025-11-25T03:46:18.933675+00:00
XWnprRHqTuw,1626389,6501,5,2025-11-25T03:46:18.933678+00:00
XZkjA3v642I,9075,60,1,2025-11-25T03:46:18.933680+00:00
XaSQG1oERFM,2250,17,3,2025-11-25T03:46:18.933682+00:00
XaVLR0Av8os,9029,0,0,2025-11-25T03:46:18.933684+00:00
XbHLCfBZ7oo,53786,315,2,2025-11-25T03:46:18.933687+00:00
XcjuxIDhQlk,26906,172,1,2025-11-25T03:46:18.933689+00:00
XdEMg_Pu1gQ,9,0,0,2025-11-25T03:46:18.933691+00:00
XdbVHmAdqRo,36046,71,0,2025-11-25T03:46:18.933694+00:00
XgarlIcoey0,9631067,75498,156,2025-11-25T03:46:18.933696+00:00
XhJG4Jy7c_U,586,0,2,2025-11-25T03:46:18.933698+00:00
Xi8knvh2qbU,2140421,38619,343,2025-11-25T03:46:18.933700+00:00
XkCW2ewtXoo,924,14,0,2025-11-25T03:46:18.933703+00:00
XkZpO15GPis,31669,612,11,2025-11-25T03:46:18.933705+00:00
XlFQx1Hkz-A,4700,129,0,2025-11-25T03:46:18.933707+00:00
XoB4jd4p1wU,4051,0,0,2025-11-25T03:46:18.933709+00:00
XoRXGBV0LLc,7166,33,18,2025-11-25T03:46:18.933712+00:00
Xp_UcofADbs,15825,77,0,2025-11-25T03:46:18.933716+00:00
XqCUXcoEg5s,1163,15,1,2025-11-25T03:46:18.933719+00:00
Xr2ckjEJqX8,166415,2845,31,2025-11-25T03:46:18.933721+00:00
XsIPCCz9iZo,49750,228,0,2025-11-25T03:46:18.933723+00:00
XsTUS1Cs1to,907564,13556,273,2025-11-25T03:46:18.933725+00:00
Xsh2WweDV8Y,34566,127,1,2025-11-25T03:46:18.933728+00:00
Xwqj0vJv77s,37404,349,0,2025-11-25T03:46:19.551039+00:00
XyC6hnVMMho,40361,153,6,2025-11-25T03:46:19.551057+00:00
XyK9xrbW1qk,176063,775,7,2025-11-25T03:46:19.551061+00:00
Xyqig8P7pj8,345254,3748,11,2025-11-25T03:46:19.551063+00:00
XzACmf6dhVs,9961,26,0,2025-11-25T03:46:19.551066+00:00
Y-d8HdDRARE,9475,480,0,2025-11-25T03:46:19.551068+00:00
Y11MYD6AMn8,128844,1045,938,2025-11-25T03:46:19.551070+00:00
Y2404NKxWLw,1090,53,1,2025-11-25T03:46:19.551072+00:00
Y2kXQE0Auz8,31389,719,14,2025-11-25T03:46:19.551075+00:00
Y4KgeXuDUkE,8217,53,0,2025-11-25T03:46:19.551077+00:00
Y5HnJwmRXSY,818,5,0,2025-11-25T03:46:19.551079+00:00
Y5WwUi3GwA0,1179,24,0,2025-11-25T03:46:19.551081+00:00
Y71272OpEhQ,282319,4874,16,2025-11-25T03:46:19.551084+00:00
Y9NOsHS2gP8,8637,189,2,2025-11-25T03:46:19.551086+00:00
YAQbdeNKQYg,1213,23,0,2025-11-25T03:46:19.551088+00:00
YBPLlMeDmSo,42748,0,0,2025-11-25T03:46:19.551091+00:00
YB_UFrn0_7I,3581,43,3,2025-11-25T03:46:19.551093+00:00
YE0mxofcC0E,6841,233,2,2025-11-25T03:46:19.551095+00:00
YE51BL4aIdE,226,2,1,2025-11-25T03:46:19.551098+00:00
YEXEMotZ-nc,2422,50,1,2025-11-25T03:46:19.551100+00:00
YFPlb1SUSgU,33830,241,0,2025-11-25T03:46:19.551102+00:00
YGDk--pjvm0,607428,10176,58,2025-11-25T03:46:19.551104+00:00
YGpGvHcHTbw,3842,144,3,2025-11-25T03:46:19.551107+00:00
YH9iO92nlQ8,2034,0,0,2025-11-25T03:46:19.551109+00:00
YHZ9UyR6s7A,18884,0,0,2025-11-25T03:46:19.551111+00:00
YIfQdUX924I,599090,10735,56,2025-11-25T03:46:19.551114+00:00
YJKOnhw5uR4,22299,118,0,2025-11-25T03:46:19.551116+00:00
YKaG4Sq6YqM,16382,0,0,2025-11-25T03:46:19.551118+00:00
YKevt_agWk4,6,1,1,2025-11-25T03:46:19.551120+00:00
YMe3bxhCv6c,717,5,1,2025-11-25T03:46:19.551123+00:00
YMnS40bO3YU,803181,0,54,2025-11-25T03:46:19.551125+00:00
YNWRVrD0HVY,34069,128,0,2025-11-25T03:46:19.551127+00:00
YNs05vvOoCA,1807,58,1,2025-11-25T03:46:19.551129+00:00
YO3lKKf7qGA,702,4,0,2025-11-25T03:46:19.551132+00:00
YP49YH-Uors,1,0,0,2025-11-25T03:46:19.551134+00:00
YQPXWImc0JM,1702,14,16,2025-11-25T03:46:19.551136+00:00
YQdKM5Xm8NQ,43562,1138,6,2025-11-25T03:46:19.551139+00:00
YR75WMZyP2I,1360,0,0,2025-11-25T03:46:19.551141+00:00
YREYSN7wPd4,25245,0,384,2025-11-25T03:46:19.551143+00:00
YSBNL9x1Ens,18174,270,1,2025-11-25T03:46:19.551146+00:00
YTylzYx5hBg,1097,8,1,2025-11-25T03:46:19.551148+00:00
YUseLtmoFUY,30255,109,0,2025-11-25T03:46:19.551150+00:00
YY6-Jmh7dbA,820,22,0,2025-11-25T03:46:19.551153+00:00
YYDTypb5sXo,9606,100,49,2025-11-25T03:46:19.551155+00:00
YZQEfgFRqHM,1409,49,10,2025-11-25T03:46:19.551157+00:00
YZ_9ZPJHw-w,14652,105,0,2025-11-25T03:46:19.551159+00:00
Y_3jGlIGmaE,6753574,32559,6,2025-11-25T03:46:19.551162+00:00
Y_ct5HVIVuU,17,1,0,2025-11-25T03:46:19.551164+00:00
YaHYXM5htfY,9650662,227611,4644,2025-11-25T03:46:19.551166+00:00
YbQ_4J797S0,1936,23,1,2025-11-25T03:46:20.149830+00:00
Yc_sKby3lX0,98002,3855,87,2025-11-25T03:46:20.149851+00:00
YdHfVbf9nGM,7501,173,3,2025-11-25T03:46:20.149856+00:00
YflygOdac5o,1932,0,0,2025-11-25T03:46:20.149860+00:00
YhTFy9adTKE,2569621,24800,1187,2025-11-25T03:46:20.149864+00:00
Yj1Uozvewno,533,5,0,2025-11-25T03:46:20.149867+00:00
YkJ-M9F091Q,25,8,8,2025-11-25T03:46:20.149870+00:00
YldBPP8tfWc,4056,235,0,2025-11-25T03:46:20.149873+00:00
YpG5G2HQybw,3709,10,0,2025-11-25T03:46:20.149876+00:00
YpfPYj8j8wc,1222554,26816,238,2025-11-25T03:46:20.149878+00:00
YpjiRFT1xos,155140,4476,1123,2025-11-25T03:46:20.149881+00:00
Yr8YHjUz_-o,1061,10,0,2025-11-25T03:46:20.149883+00:00
Yrz_xmAS2w4,7511,309,1,2025-11-25T03:46:20.149886+00:00
YsD_zVWOiQ4,13476,136,0,2025-11-25T03:46:20.149888+00:00
YsymCeK0YnU,1782,33,0,2025-11-25T03:46:20.149890+00:00
Yte1LZARxK4,23137,506,15,2025-11-25T03:46:20.149892+00:00
Yv5NwOazFcY,6368,0,0,2025-11-25T03:46:20.149895+00:00
Yw2CRwvlQsA,817252,17453,102,2025-11-25T03:46:20.149897+00:00
YyptFEDMLlU,14677,310,3,2025-11-25T03:46:20.149899+00:00
Yyy1R-LqxGc,937,19,3,2025-11-25T03:46:20.149902+00:00
Z-__B5YzYqA,26704,1241,7,2025-11-25T03:46:20.149904+00:00
Z05y2A8Huh0,16832,143,1,2025-11-25T03:46:20.149906+00:00
Z0mHz7cXqSQ,399752,3053,160,2025-11-25T03:46:20.149920+00:00
Z0r7S9-E5QE,1332,10,0,2025-11-25T03:46:20.149923+00:00
Z2CDshG2mQ8,3011,14,0,2025-11-25T03:46:20.149925+00:00
Z3BtwY0PKZ4,17,5,0,2025-11-25T03:46:20.149927+00:00
Z7DibEy8ED4,171761,1157,33,2025-11-25T03:46:20.149930+00:00
Z7zQC09VjXI,40261,263,0,2025-11-25T03:46:20.149932+00:00
Z8y_HPqf3gY,2227,13,0,2025-11-25T03:46:20.149934+00:00
ZABFXowh70c,1475,30,4,2025-11-25T03:46:20.149936+00:00
ZFr7ZkBxZiw,828,11,0,2025-11-25T03:46:20.149939+00:00
ZH72SfgMxrg,6713,39,0,2025-11-25T03:46:20.149941+00:00
ZHHfaycMG7A,6905,39,0,2025-11-25T03:46:20.149943+00:00
ZIXSnncoKp0,299,8,0,2025-11-25T03:46:20.149946+00:00
ZJiWckFhTC4,21304,117,0,2025-11-25T03:46:20.149948+00:00
ZKYbgPlsZfo,3094,0,0,2025-11-25T03:46:20.149950+00:00
ZLwSVJj3K5A,1506,80,3,2025-11-25T03:46:20.149953+00:00
ZLyNfBmCbFU,4596,0,4,2025-11-25T03:46:20.149955+00:00
ZOjmJgrrRIE,25004,137,2,2025-11-25T03:46:20.149957+00:00
ZQ4OCgg33TA,1675,95,1,2025-11-25T03:46:20.149959+00:00
ZRyH0KG32C4,1507,24,0,2025-11-25T03:46:20.149962+00:00
ZSE8taIrWZQ,410,4,0,2025-11-25T03:46:20.149964+00:00
ZU5pUA41diY,26532,79,0,2025-11-25T03:46:20.149966+00:00
ZUI9tqEF3ic,25225,150,0,2025-11-25T03:46:20.149968+00:00
ZW7Z2QrSAA8,341259,1434,2,2025-11-25T03:46:20.149971+00:00
ZWnsy5LjKhk,188,26,7,2025-11-25T03:46:20.149973+00:00
ZXMQtLq_n9A,451197,9203,35,2025-11-25T03:46:20.763143+00:00
ZXdh6kdL8kM,32351,114,0,2025-11-25T03:46:20.763161+00:00
Z_ZrT114GDw,391145,0,83,2025-11-25T03:46:20.763165+00:00
Za8DlG3W2Kk,548,7,0,2025-11-25T03:46:20.763168+00:00
ZaJJIXGUfA0,2186,36,0,2025-11-25T03:46:20.763170+00:00
Zavxzd3xIMA,410,0,0,2025-11-25T03:46:20.763173+00:00
ZbR850cGk-I,2361225,42789,135,2025-11-25T03:46:20.763175+00:00
ZeBuLKJ9DtQ,1649,69,5,2025-11-25T03:46:20.763178+00:00
ZeOpcnv8cFs,2423,23,1,2025-11-25T03:46:20.763181+00:00
ZedMuKmv7W0,9689,0,0,2025-11-25T03:46:20.763183+00:00
ZefeUJi88e0,41633,0,6,2025-11-25T03:46:20.763186+00:00
Zgb-5LNcfwo,4555,44,35,2025-11-25T03:46:20.763188+00:00
Zi4SdpOsdP4,1348,0,18,2025-11-25T03:46:20.763190+00:00
ZjAQHeEqkTk,92150,3732,41,2025-11-25T03:46:20.763193+00:00
ZjNpbxCYsdw,601,12,0,2025-11-25T03:46:20.763195+00:00
ZjWq2BIZquE,105462,3956,135,2025-11-25T03:46:20.763198+00:00
ZmDim08hhE0,12314,246,2,2025-11-25T03:46:20.763200+00:00
Znxb5oxZFgo,10519,61,0,2025-11-25T03:46:20.763203+00:00
ZuIoTlmtV8o,12811,47,0,2025-11-25T03:46:20.763205+00:00
ZvDjwPnBrXU,982,18,0,2025-11-25T03:46:20.763208+00:00
Zvtd77dcsX0,1021,18,0,2025-11-25T03:46:20.763210+00:00
ZvwyfE_4Rso,709176,11038,5049,2025-11-25T03:46:20.763213+00:00
Zw6rhdFI9Z0,24663,382,6,2025-11-25T03:46:20.763215+00:00
Zwtj9FSULBI,908,18,0,2025-11-25T03:46:20.763218+00:00
_-iFAHKfD68,64457,1152,46,2025-11-25T03:46:20.763222+00:00
_1paUbsO2Io,1423321,11782,9,2025-11-25T03:46:20.763225+00:00
_2PPxwwIacU,76676,428,2,2025-11-25T03:46:20.763227+00:00
_3u1B4r4Iu4,344,35,12,2025-11-25T03:46:20.763230+00:00
_4-EtzFbDiQ,199036,1433,14,2025-11-25T03:46:20.763232+00:00
_5SpQGVGb3A,864,9,2,2025-11-25T03:46:20.763235+00:00
_6A2lpwIXnw,19735,291,2,2025-11-25T03:46:20.763237+00:00
_6tHVFsxS3Q,55815,0,0,2025-11-25T03:46:20.763239+00:00
_7P_MoLWNn8,1455,41,0,2025-11-25T03:46:20.763242+00:00
_7a9oICgwjE,33772,183,0,2025-11-25T03:46:20.763244+00:00
_8mvMepOu7c,3831,0,0,2025-11-25T03:46:20.763247+00:00
_Cdl9LkGG9U,1723,6,3,2025-11-25T03:46:20.763249+00:00
_CtXYDC-1FE,2783,105,0,2025-11-25T03:46:20.763252+00:00
_EFTkSNu8iQ,3408,23,2,2025-11-25T03:46:20.763254+00:00
_EYhavtcQEU,19652,121,2,2025-11-25T03:46:20.763256+00:00
_ElAKMjh5I4,2390,99,2,2025-11-25T03:46:20.763259+00:00
_F91MCE6n6Q,210,0,15,2025-11-25T03:46:20.763261+00:00
_GUwH8XnZ34,7966,503,8,2025-11-25T03:46:20.763264+00:00
_GsGBbeouj4,9148,0,6,2025-11-25T03:46:20.763266+00:00
_HhPGDhojpg,834879,17916,46,2025-11-25T03:46:20.763268+00:00
_IbbxT7A5zc,25863,157,31,2025-11-25T03:46:20.763271+00:00
_JfS-BDk8Wg,2038,138,7,2025-11-25T03:46:20.763273+00:00
_K_bIu-lBrU,273040,4399,1519,2025-11-25T03:46:21.372620+00:00
_KpO0QFmIHs,2025,18,6,2025-11-25T03:46:21.372637+00:00
_OCNCBd1e88,6167,121,2,2025-11-25T03:46:21.372641+00:00
_QTiTsaKuXQ,1222,22,0,2025-11-25T03:46:21.372644+00:00
_Qa30ppGKRs,50097,248,0,2025-11-25T03:46:21.372646+00:00
_SpljrbLUIQ,824,11,0,2025-11-25T03:46:21.372649+00:00
_TH_vpJKup8,2614,4,0,2025-11-25T03:46:21.372651+00:00
_TPdWzgvRGU,3083,61,0,2025-11-25T03:46:21.372653+00:00
_UHrvvrqklc,2724,28,2,2025-11-25T03:46:21.372656+00:00
_UbQNgxq4YQ,51,3,0,2025-11-25T03:46:21.372658+00:00
_XTPgNl0fVg,2904,9,0,2025-11-25T03:46:21.372660+00:00
_Z_M-alGoEc,3319,93,2,2025-11-25T03:46:21.372663+00:00
_ZeHvGIVJa0,6959,126,3,2025-11-25T03:46:21.372667+00:00
__n9ekOlsBM,2940719,25695,33,2025-11-25T03:46:21.372670+00:00
_aIVwVjDH-k,32,0,0,2025-11-25T03:46:21.372672+00:00
_cXNWynY4CQ,45341,1207,2,2025-11-25T03:46:21.372675+00:00
_dcArcrdk7E,65,0,0,2025-11-25T03:46:21.372677+00:00
_eBAC4B2xL0,1756,7,0,2025-11-25T03:46:21.372679+00:00
_eYbC4NIvJk,1834,0,2,2025-11-25T03:46:21.372682+00:00
_f8IPPsFJOs,12233,262,3,2025-11-25T03:46:21.372684+00:00
_iKJKw2kXsc,31300,484,1,2025-11-25T03:46:21.372686+00:00
_jeJtqTnxhc,90753,2536,25,2025-11-25T03:46:21.372689+00:00
_jjquHNaIso,42429,339,1,2025-11-25T03:46:21.372691+00:00
_jr7hPDAHao,269843,10499,157,2025-11-25T03:46:21.372693+00:00
_kAB6_JqbNI,1859,65,1,2025-11-25T03:46:21.372696+00:00
_kUR4gmdXuQ,76,0,0,2025-11-25T03:46:21.372698+00:00
_kb09iO_9xU,3770154,54725,77,2025-11-25T03:46:21.372701+00:00
_lhJvvy5xBk,332,47,10,2025-11-25T03:46:21.372703+00:00
_nuzeuPFHP0,4294,30,0,2025-11-25T03:46:21.372705+00:00
_oEEGe3l_P8,37992,1304,0,2025-11-25T03:46:21.372707+00:00
_oo0fpeR14g,80262,434,0,2025-11-25T03:46:21.372710+00:00
_pSclSHfcyU,18705,444,8,2025-11-25T03:46:21.372712+00:00
_qLUCoCB1Qg,2386,30,0,2025-11-25T03:46:21.372714+00:00
_qkyf_sZM-Q,3373,25,1,2025-11-25T03:46:21.372717+00:00
_qxv5Itcbdk,10617,0,1,2025-11-25T03:46:21.372719+00:00
_qz0YPA7xvE,5682,77,0,2025-11-25T03:46:21.372721+00:00
_rM2PwNAm2g,4285,58,2,2025-11-25T03:46:21.372723+00:00
_sucPX4wDgk,3940839,30628,58,2025-11-25T03:46:21.372726+00:00
_sx28Nrk6r0,8,0,0,2025-11-25T03:46:21.372728+00:00
_uWBpX-v4i8,379969,1508,3,2025-11-25T03:46:21.372730+00:00
_wAWr9sf4fc,1424,6,0,2025-11-25T03:46:21.372733+00:00
_x9XarpkP8Q,54853,4112,57,2025-11-25T03:46:21.372735+00:00
_yAcXlzLtL0,10633,77,1,2025-11-25T03:46:21.372737+00:00
_ylAUXfw4S0,762,0,0,2025-11-25T03:46:21.372739+00:00
_zQrVBVCp28,18435,138,0,2025-11-25T03:46:21.372742+00:00
a-LSEiCcTf0,2494,27,0,2025-11-25T03:46:21.372744+00:00
a0nLE0bkr4g,5106,0,0,2025-11-25T03:46:21.372746+00:00
a2GDhc1QHZU,1226,7,0,2025-11-25T03:46:21.372749+00:00
a2I2iizjCGc,5307,28,0,2025-11-25T03:46:21.372751+00:00
a3t7nR2NFsU,11700,65,0,2025-11-25T03:46:22.004170+00:00
a6XiC7GnRNk,1099,7,0,2025-11-25T03:46:22.004188+00:00
a8cYAjHX0zE,37714,270,9,2025-11-25T03:46:22.004192+00:00
a9PgZAN3Eck,31866,589,4,2025-11-25T03:46:22.004194+00:00
aCecyuEDRBw,669,39,0,2025-11-25T03:46:22.004197+00:00
aDU6Gdzb8mw,25989,0,0,2025-11-25T03:46:22.004200+00:00
aEGC3lCZJh8,1180,20,0,2025-11-25T03:46:22.004202+00:00
aEuuM7q-Bq8,24204,96,0,2025-11-25T03:46:22.004205+00:00
aFEnAyhU5-k,1241,6,1,2025-11-25T03:46:22.004207+00:00
aFbgEnZNQ80,40747,291,4,2025-11-25T03:46:22.004209+00:00
aH5wj_oQFyw,1485,23,0,2025-11-25T03:46:22.004212+00:00
aJRoUoEXwvQ,932,13,0,2025-11-25T03:46:22.004214+00:00
aJihCFRlJ_Q,1623924,32324,1259,2025-11-25T03:46:22.004217+00:00
aJsVm1zU55o,1550,22,1,2025-11-25T03:46:22.004219+00:00
aMMLvDBFhcQ,2545,119,0,2025-11-25T03:46:22.004222+00:00
aN20zeZP7GE,767,7,0,2025-11-25T03:46:22.004224+00:00
aN668wwNxm4,129618,4939,85,2025-11-25T03:46:22.004227+00:00
aOM8j43cBQ8,184141,454,17,2025-11-25T03:46:22.004229+00:00
aQf0egZlPJY,1308,11,2,2025-11-25T03:46:22.004232+00:00
aQyONo7k-1U,424,5,0,2025-11-25T03:46:22.004234+00:00
aR9yUFZWDG4,8031,41,0,2025-11-25T03:46:22.004236+00:00
aRL-n20cf6s,14901,269,6,2025-11-25T03:46:22.004239+00:00
aRQYLXa-ihs,1771,8,0,2025-11-25T03:46:22.004241+00:00
aS0_EaCGtBM,5422,290,0,2025-11-25T03:46:22.004243+00:00
aSFbnpMhKDU,5246,295,4,2025-11-25T03:46:22.004246+00:00
aTq_IZfci2A,26168,0,0,2025-11-25T03:46:22.004248+00:00
aXQXOn7kYmU,220866,3760,68,2025-11-25T03:46:22.004250+00:00
aXcdKXlXqsw,1255,18,1,2025-11-25T03:46:22.004253+00:00
aZBMfMiTC3c,2314,18,0,2025-11-25T03:46:22.004255+00:00
aZSPV2tJoQY,29723,203,1,2025-11-25T03:46:22.004257+00:00
aZv2Fre7YXM,164266,690,1,2025-11-25T03:46:22.004259+00:00
a_OWo_8JxYU,1612,27,0,2025-11-25T03:46:22.004262+00:00
a__ijs85whw,11389,384,8,2025-11-25T03:46:22.004264+00:00
a_tM9CnK0-E,21,1,0,2025-11-25T03:46:22.004266+00:00
aabqvzw3EBI,6041,61,3,2025-11-25T03:46:22.004269+00:00
ac6IIBwtBdA,7250,184,1,2025-11-25T03:46:22.004271+00:00
acUz0-qvJEU,10763,64,0,2025-11-25T03:46:22.004273+00:00
aceEhL3KNps,446,3,0,2025-11-25T03:46:22.004276+00:00
ad_uRMhDhvA,2952,417,3,2025-11-25T03:46:22.004278+00:00
adk8fa8GyEY,8524,61,0,2025-11-25T03:46:22.004280+00:00
adwpWeNlmhU,14030,166,2,2025-11-25T03:46:22.004283+00:00
afhdshZDoTU,139334,3379,153,2025-11-25T03:46:22.004285+00:00
ahvJWIrAF6Q,48717,182,0,2025-11-25T03:46:22.004288+00:00
ahz-2ce7Awo,25619,336,0,2025-11-25T03:46:22.004290+00:00
ai88eQ86s1M,1899,21,0,2025-11-25T03:46:22.004292+00:00
aiJiGOob8Qc,1931,0,0,2025-11-25T03:46:22.004294+00:00
aibOfM354dM,78173,324,2,2025-11-25T03:46:22.004297+00:00
akkZfzwMlHY,198006,19247,1027,2025-11-25T03:46:22.004299+00:00
aoYj0LyAlHo,39062,148,3,2025-11-25T03:46:22.580362+00:00
atlduiIiBGk,6419,0,4,2025-11-25T03:46:22.580381+00:00
atp-26fsjZI,3022689,16602,1462,2025-11-25T03:46:22.580385+00:00
auW6UflzN0s,5,0,0,2025-11-25T03:46:22.580388+00:00
autw1x2aLO8,209632,4075,227,2025-11-25T03:46:22.580391+00:00
avo4RmnUfqw,995,150,2,2025-11-25T03:46:22.580394+00:00
awF8AaJSbw4,1823,21,2,2025-11-25T03:46:22.580397+00:00
awnkYF6SgM0,1204,45,0,2025-11-25T03:46:22.580400+00:00
ayDxlpHar1A,23019,50,11,2025-11-25T03:46:22.580403+00:00
ayIvkk8fxgo,5264,18,0,2025-11-25T03:46:22.580432+00:00
ayaPVJ12a5A,1186,18,0,2025-11-25T03:46:22.580435+00:00
aziNYLtvsWc,77291,342,0,2025-11-25T03:46:22.580439+00:00
azxKm149LOg,546606,2530,29,2025-11-25T03:46:22.580441+00:00
b-l0g7IR9xA,165219,517,32,2025-11-25T03:46:22.580444+00:00
b0PtzQ2jioY,7609,80,0,2025-11-25T03:46:22.580446+00:00
b1fC7Cdll9w,25615,168,0,2025-11-25T03:46:22.580449+00:00
b2MGOCrYp3s,33720,0,0,2025-11-25T03:46:22.580451+00:00
b2_4lYNtGqg,42293,199,12,2025-11-25T03:46:22.580453+00:00
b2awFPzIEXw,47946,374,6,2025-11-25T03:46:22.580456+00:00
b3ZwJ6sTGdg,26460,257,2,2025-11-25T03:46:22.580458+00:00
b3w5GhNsgPQ,23867,683,1,2025-11-25T03:46:22.580460+00:00
b4L3vlrmja0,22927,639,0,2025-11-25T03:46:22.580463+00:00
b4zVNAp_YMk,78375,0,0,2025-11-25T03:46:22.580465+00:00
b6WG5CbIBLY,1781,8,0,2025-11-25T03:46:22.580467+00:00
b6zOkr2Ut7E,14255,639,3,2025-11-25T03:46:22.580469+00:00
bAnefc8GXt0,1311,0,2,2025-11-25T03:46:22.580472+00:00
bC0TM8ljLKg,984,4,0,2025-11-25T03:46:22.580474+00:00
bDXnI9Cv6F4,4357613,29021,210,2025-11-25T03:46:22.580476+00:00
bDYS0Uktmmg,5625,44,0,2025-11-25T03:46:22.580479+00:00
bDwQQ36YNUo,3,0,0,2025-11-25T03:46:22.580481+00:00
bEaoSEm_w9Y,28389,543,3,2025-11-25T03:46:22.580483+00:00
bEvrx-gkyn8,235,2,0,2025-11-25T03:46:22.580486+00:00
bFsADjtlO-4,14708,0,0,2025-11-25T03:46:22.580488+00:00
bH4qQlnF6r0,12377,0,0,2025-11-25T03:46:22.580490+00:00
bHbN8RHXEHo,2051886,54807,728,2025-11-25T03:46:22.580492+00:00
bHdtrzLnXbE,42649,209,1,2025-11-25T03:46:22.580495+00:00
bImS2TLEhBo,20613,44,1,2025-11-25T03:46:22.580497+00:00
bJVsj7I4APw,56837,1108,1,2025-11-25T03:46:22.580499+00:00
bJYdQSqhd_w,6383,171,0,2025-11-25T03:46:22.580501+00:00
bLqdQEXKI-A,1944,0,0,2025-11-25T03:46:22.580504+00:00
bN9dEuoUFeA,741,5,0,2025-11-25T03:46:22.580506+00:00
bNH9aWOZdcE,8134915,22423,26,2025-11-25T03:46:22.580509+00:00
