video_id,views,likes,comments,crawl_date
5Bf2X0BeJyo,32100,114,2,2025-11-25T03:45:58.331160+00:00
5D_JsXfnMFI,31965,137,0,2025-11-25T03:45:58.331163+00:00
5DeDEmW7XsA,17536,61,1,2025-11-25T03:45:58.331166+00:00
5DjnQez68f8,923,0,0,2025-11-25T03:45:58.966333+00:00
5FvKviyU4-k,62967,1486,17,2025-11-25T03:45:58.966350+00:00
5KMGsaGr73A,23715,643,4,2025-11-25T03:45:58.966354+00:00
5KUTwRISeeQ,43619,192,0,2025-11-25T03:45:58.966357+00:00
5Ld_E2tCukM,569,3,0,2025-11-25T03:45:58.966360+00:00
5M44wvks0dc,132276,905,8,2025-11-25T03:45:58.966362+00:00
5N63Q0eumw8,44560,121,2,2025-11-25T03:45:58.966364+00:00
5OVuo0Ak_q4,7127,311,8,2025-11-25T03:45:58.966367+00:00
5S3oT6iOyjU,1895,15,0,2025-11-25T03:45:58.966369+00:00
5SfAdZK5t18,157425,621,33,2025-11-25T03:45:58.966372+00:00
5W0ardb7YjQ,17482,622,5,2025-11-25T03:45:58.966374+00:00
5W7EHl2-E8I,1367,15,0,2025-11-25T03:45:58.966377+00:00
5WaftEhAiq4,3016,15,0,2025-11-25T03:45:58.966380+00:00
5XFG-OrXecA,8444880,163833,1107,2025-11-25T03:45:58.966382+00:00
5XlQbNpGnAU,20401,77,0,2025-11-25T03:45:58.966385+00:00
5Y1ACQHXAK8,91813,480,1,2025-11-25T03:45:58.966387+00:00
5_CMUQD_inc,67471,0,16,2025-11-25T03:45:58.966389+00:00
5_T8yixO0uE,8984,441,41,2025-11-25T03:45:58.966391+00:00
5aB4gBm-480,177,4,0,2025-11-25T03:45:58.966394+00:00
5aIWBdXsixg,19374,57,0,2025-11-25T03:45:58.966396+00:00
5iJ3yKCx_DQ,29526,48,1,2025-11-25T03:45:58.966398+00:00
5iQniKXjbao,477,7,0,2025-11-25T03:45:58.966400+00:00
5kGabD7NBIw,27896,214,4,2025-11-25T03:45:58.966403+00:00
5kd4e0uT6jA,170503,372,1,2025-11-25T03:45:58.966429+00:00
5mbBBduaN_E,4848,23,0,2025-11-25T03:45:58.966431+00:00
5mhyrhBgIkU,1544479,0,323,2025-11-25T03:45:58.966434+00:00
5oitEquInek,144,2,0,2025-11-25T03:45:58.966436+00:00
5pjrCsFr_zk,1215,20,1,2025-11-25T03:45:58.966438+00:00
5psZGEo6U8o,39636,148,1,2025-11-25T03:45:58.966441+00:00
5pxtZTle1rY,29405,572,0,2025-11-25T03:45:58.966443+00:00
5qm-veHCalE,694,19,0,2025-11-25T03:45:58.966445+00:00
5qzpLbXn0Os,188071,8548,70,2025-11-25T03:45:58.966448+00:00
5uaEl02EYps,1602,89,8,2025-11-25T03:45:58.966450+00:00
5xktoPmjYD0,124,11,0,2025-11-25T03:45:58.966453+00:00
5yP2tZNkvIE,2581,6,0,2025-11-25T03:45:58.966455+00:00
5ydJyjeAgug,532363,8575,46,2025-11-25T03:45:58.966457+00:00
6-wfwC0evqA,23078,62,2,2025-11-25T03:45:58.966460+00:00
624a12-dcrk,1237,56,66,2025-11-25T03:45:58.966462+00:00
65cliPa1rsE,53,2,0,2025-11-25T03:45:58.966464+00:00
68o13n6k6sQ,547,3,0,2025-11-25T03:45:58.966467+00:00
69gWxmPm0Kk,13929,146,3,2025-11-25T03:45:58.966470+00:00
6AM4ORNgyb8,19185,96,0,2025-11-25T03:45:58.966472+00:00
6BG459OvzRU,205,3,0,2025-11-25T03:45:58.966474+00:00
6BHRbi4w--I,30583,620,97,2025-11-25T03:45:58.966477+00:00
6Bc6iwRIVA4,1861,100,0,2025-11-25T03:45:58.966479+00:00
6BgpWBJi-X0,30044,109,1,2025-11-25T03:45:58.966481+00:00
6C1L-pBQ354,725,26,3,2025-11-25T03:45:58.966484+00:00
6DhdqnyKHyw,108452,2117,119,2025-11-25T03:45:59.589286+00:00
6ET397ZitXk,17,0,0,2025-11-25T03:45:59.589306+00:00
6EmJP_RP6gE,132,2,0,2025-11-25T03:45:59.589311+00:00
6GtGqOD66fM,1062,15,1,2025-11-25T03:45:59.589314+00:00
6JDQIop8iKM,4451,0,0,2025-11-25T03:45:59.589317+00:00
6K1FhBoMlso,15771,0,1,2025-11-25T03:45:59.589320+00:00
6NJG6FnCXFU,4822,54,8,2025-11-25T03:45:59.589323+00:00
6QGaRzeSOc0,20639,295,0,2025-11-25T03:45:59.589326+00:00
6Qkxvu6tT_Q,1514,17,0,2025-11-25T03:45:59.589328+00:00
6RvxtrC1tE4,452419,5844,44,2025-11-25T03:45:59.589331+00:00
6T4sNLbxRQA,108771,924,7,2025-11-25T03:45:59.589334+00:00
6TJZjhBSbko,3390,23,4,2025-11-25T03:45:59.589337+00:00
6U2jzEeZdbM,899,28,1,2025-11-25T03:45:59.589340+00:00
6UmuYU5IebE,25124,52,4,2025-11-25T03:45:59.589343+00:00
6VOWp5FW-BQ,17071,187,2,2025-11-25T03:45:59.589346+00:00
6Wx7abX9tCM,5132,0,0,2025-11-25T03:45:59.589349+00:00
6XMDp86r9xk,66617,2075,42,2025-11-25T03:45:59.589352+00:00
6YK7A1QUjPk,170586,4918,150,2025-11-25T03:45:59.589355+00:00
6Yqvdu2eQj4,1105010,3811,2,2025-11-25T03:45:59.589358+00:00
6Z0rEgXRRZc,30376,84,0,2025-11-25T03:45:59.589361+00:00
6ZLhjEA0HHE,8327047,140471,2506,2025-11-25T03:45:59.589364+00:00
6_1rDr2VLlE,2671532,18941,21,2025-11-25T03:45:59.589377+00:00
6_uzrr_Asns,1586682,5661,1,2025-11-25T03:45:59.589380+00:00
6aKjy0gtYuw,136,5,0,2025-11-25T03:45:59.589383+00:00
6d7nO19Jj9s,369,6,0,2025-11-25T03:45:59.589386+00:00
6dELzFe4W-g,9189,73,1,2025-11-25T03:45:59.589389+00:00
6ehJgoLuvKI,17677,174,34,2025-11-25T03:45:59.589392+00:00
6fMZ1CLL0-s,692247,6345,11,2025-11-25T03:45:59.589395+00:00
6gZaXBj3H1A,357198,4378,136,2025-11-25T03:45:59.589398+00:00
6hZK-I3Ew58,1930,0,0,2025-11-25T03:45:59.589401+00:00
6iYUji6JV0w,6802,49,0,2025-11-25T03:45:59.589431+00:00
6m1HP-UARZU,20,0,0,2025-11-25T03:45:59.589434+00:00
6qt9UnrNCXg,2436,45,4,2025-11-25T03:45:59.589437+00:00
6riLWl9BBhc,14780,190,0,2025-11-25T03:45:59.589440+00:00
6tbqA-VfL6Y,11278,132,1,2025-11-25T03:45:59.589443+00:00
6tq62ERr5_s,11128,393,22,2025-11-25T03:45:59.589446+00:00
6uQtRPJre4g,1616,0,0,2025-11-25T03:45:59.589448+00:00
6w47fxUyClc,93595,106,6,2025-11-25T03:45:59.589451+00:00
6xKdpowJ1HQ,1478,14,7,2025-11-25T03:45:59.589457+00:00
6zAF5QXecu8,2765,11,0,2025-11-25T03:45:59.589460+00:00
71RwRfm238s,23041,1535,15,2025-11-25T03:45:59.589463+00:00
72dCIfAIaBU,722100,3670,3,2025-11-25T03:45:59.589466+00:00
73MYpmzL9A8,14097,627,8,2025-11-25T03:45:59.589469+00:00
765KuB84tk8,248442,311,2,2025-11-25T03:46:00.204044+00:00
76XDGAQ5D70,13221,0,6,2025-11-25T03:46:00.204064+00:00
77d2O6ZRBVw,23014,928,11,2025-11-25T03:46:00.204068+00:00
7BkvpjxDTBE,399926,0,568,2025-11-25T03:46:00.204071+00:00
7DVhq_KIBmc,1685,34,2,2025-11-25T03:46:00.204074+00:00
7DgyVBXZilM,990,14,0,2025-11-25T03:46:00.204079+00:00
7DrsGnmKcLs,180404,1430,1,2025-11-25T03:46:00.204082+00:00
7E2om--piiE,35237,0,0,2025-11-25T03:46:00.204085+00:00
7E8rRo5XOig,1284,3,3,2025-11-25T03:46:00.204088+00:00
7EpnDJoRnys,4672,31,0,2025-11-25T03:46:00.204091+00:00
7HK_zseNTyk,39931,0,0,2025-11-25T03:46:00.204094+00:00
7Hs2QnGTScs,199290,8152,702,2025-11-25T03:46:00.204097+00:00
7JqDkugIOR0,8824,14,0,2025-11-25T03:46:00.204103+00:00
7LoX60oqLvs,72449,443,28,2025-11-25T03:46:00.204106+00:00
7MHav_vg48w,4899120,14176,1285,2025-11-25T03:46:00.204109+00:00
7MK4vs3bMNc,16212,260,0,2025-11-25T03:46:00.204112+00:00
7NJpSZ_Xc-c,1392347,4184,75,2025-11-25T03:46:00.204115+00:00
7N_0qlqh3Ww,14001,133,0,2025-11-25T03:46:00.204118+00:00
7PCNWm32YEQ,56196,0,0,2025-11-25T03:46:00.204121+00:00
7QVbQzFu3Wc,36237,0,0,2025-11-25T03:46:00.204124+00:00
7QxB-CwAL4c,34293,0,3,2025-11-25T03:46:00.204127+00:00
7RdEHTR5r48,28312,247,18,2025-11-25T03:46:00.204129+00:00
7TCjJyhhyYI,31820,94,0,2025-11-25T03:46:00.204132+00:00
7TFk5PwlOZI,3502,54,1,2025-11-25T03:46:00.204134+00:00
7URf7aVLxH8,801417,724,1,2025-11-25T03:46:00.204136+00:00
7WuvR_WvlZQ,1150926,7413,12,2025-11-25T03:46:00.204139+00:00
7XU8y5ctrVk,1054,20,2,2025-11-25T03:46:00.204141+00:00
7Xr1WocFNxI,2852,30,0,2025-11-25T03:46:00.204143+00:00
7YhjVmFcslg,6600,52,0,2025-11-25T03:46:00.204145+00:00
7b4Jhyr6BW0,764,26,0,2025-11-25T03:46:00.204148+00:00
7b6FogjAa-0,70,5,0,2025-11-25T03:46:00.204150+00:00
7bPBiEwjKI8,53691,0,6,2025-11-25T03:46:00.204152+00:00
7cIx6jaDyXo,1543,7,0,2025-11-25T03:46:00.204154+00:00
7cv9UVqmmGI,8304,196,1,2025-11-25T03:46:00.204157+00:00
7d3ypMZraxI,11445,170,0,2025-11-25T03:46:00.204159+00:00
7dTbdGTLd74,81908,283,0,2025-11-25T03:46:00.204161+00:00
7dlGipln9Ug,1120,0,0,2025-11-25T03:46:00.204163+00:00
7eQO08pkq-E,1255,0,0,2025-11-25T03:46:00.204166+00:00
7frHKn9Kdcg,23795,0,1,2025-11-25T03:46:00.204168+00:00
7jzZXYb1eOk,951516,8740,897,2025-11-25T03:46:00.204170+00:00
7k61zcpdU6g,26200,94,2,2025-11-25T03:46:00.204172+00:00
7klsT-xsfX4,177285,0,0,2025-11-25T03:46:00.204175+00:00
7mHafHpS_UY,427062,951,32,2025-11-25T03:46:00.204177+00:00
7nMAE0YM_fg,24058,107,0,2025-11-25T03:46:00.204179+00:00
7nVBs67VlvQ,1413,9,1,2025-11-25T03:46:00.204182+00:00
7p7WQyHj5B8,492,4,0,2025-11-25T03:46:00.204184+00:00
7pOJHlIy29o,2003,9,2,2025-11-25T03:46:00.204186+00:00
7pS87cq-O2A,15854,52,0,2025-11-25T03:46:00.204188+00:00
7qYoyIVXW2Y,32020,192,1,2025-11-25T03:46:00.800801+00:00
7qmgxPGxl40,71547,2267,102,2025-11-25T03:46:00.800821+00:00
7t_VYT6MgVM,8068,0,0,2025-11-25T03:46:00.800826+00:00
7uW8SM5TT5w,74062,351,0,2025-11-25T03:46:00.800830+00:00
7vQx4vE__6Q,10692,0,0,2025-11-25T03:46:00.800833+00:00
7zEuui5txzo,730108,16206,398,2025-11-25T03:46:00.800837+00:00
8-Os4nGNgyw,465,19,0,2025-11-25T03:46:00.800840+00:00
81UsXTINnDg,35032,63,0,2025-11-25T03:46:00.800843+00:00
82lkm3oHQ7U,17002,36,0,2025-11-25T03:46:00.800846+00:00
836XmYTuNbU,398,15,2,2025-11-25T03:46:00.800849+00:00
84-_Oa7Hv6E,11358,78,3,2025-11-25T03:46:00.800853+00:00
84HQPk4RRrs,2257,27,0,2025-11-25T03:46:00.800856+00:00
84PIoeu-TPE,1318,11,0,2025-11-25T03:46:00.800859+00:00
84fyQ6l48yk,270,4,0,2025-11-25T03:46:00.800862+00:00
85I7A6DfZVI,34886,86,2,2025-11-25T03:46:00.800865+00:00
85UNAZ2RiEk,22390,308,1,2025-11-25T03:46:00.800868+00:00
86T4RA7K8_M,13841,318,2,2025-11-25T03:46:00.800871+00:00
86pBjBVVjIE,182981,0,85,2025-11-25T03:46:00.800874+00:00
8AsGodu1LIU,25522,64,0,2025-11-25T03:46:00.800877+00:00
8BZqwJY-lDw,470810,698,1,2025-11-25T03:46:00.800880+00:00
8Bxxme38Igw,2793,15,0,2025-11-25T03:46:00.800883+00:00
8DLOANV_eyE,28166,151,0,2025-11-25T03:46:00.800887+00:00
8ECwTMHsGi8,712,7,1,2025-11-25T03:46:00.800890+00:00
8EE6N01DA6M,8803,0,0,2025-11-25T03:46:00.800893+00:00
8I72fUMOM5s,44502,0,14,2025-11-25T03:46:00.800896+00:00
8IzqxEuvq2g,2441,14,0,2025-11-25T03:46:00.800899+00:00
8Kl0RdNOLso,3637,24,0,2025-11-25T03:46:00.800902+00:00
8MPxbKZNaVQ,11799,205,2,2025-11-25T03:46:00.800905+00:00
8N-SRdzfKFo,2429,44,6,2025-11-25T03:46:00.800908+00:00
8OQIBskaYy4,11994,40,1,2025-11-25T03:46:00.800911+00:00
8P4QmcET7B0,12058,142,6,2025-11-25T03:46:00.800914+00:00
8PdJq8oV4x0,35883,192,0,2025-11-25T03:46:00.800916+00:00
8PlIYcI8cjU,1164,18,2,2025-11-25T03:46:00.800919+00:00
8R3LXEs3plA,3475,69,2,2025-11-25T03:46:00.800922+00:00
8T9jnMUYGZU,2704,0,0,2025-11-25T03:46:00.800925+00:00
8UHRzuSTeRs,58504,329,0,2025-11-25T03:46:00.800928+00:00
8XIFPlhxCF4,34979,104,0,2025-11-25T03:46:00.800931+00:00
8Xai4SKI-1A,11624,0,10,2025-11-25T03:46:00.800934+00:00
8ZXyJPtxk6I,326942,4631,432,2025-11-25T03:46:00.800937+00:00
8_19M5IVeLk,286001,5082,22,2025-11-25T03:46:00.800940+00:00
8aqwAuqnL_g,1111,7,0,2025-11-25T03:46:00.800943+00:00
8cQmxkv_XL0,17099,133,0,2025-11-25T03:46:00.800946+00:00
8deC1HiBjcA,7552,143,1,2025-11-25T03:46:00.800948+00:00
8g8FQJadCG0,10006,81,2,2025-11-25T03:46:00.800951+00:00
8gFHySTEogg,11201700,0,50,2025-11-25T03:46:01.413536+00:00
8h8vHbPvhuU,447526,12525,62,2025-11-25T03:46:01.413554+00:00
8i0V50dnEYc,6544,43,1,2025-11-25T03:46:01.413557+00:00
8kNGKZxA3eE,39061,0,0,2025-11-25T03:46:01.413560+00:00
8kb8dKBUCV8,1279,0,0,2025-11-25T03:46:01.413563+00:00
8kl4PnMDLQE,402309,13376,247,2025-11-25T03:46:01.413565+00:00
8lN0f-Olcmg,847792,5106,42,2025-11-25T03:46:01.413568+00:00
8nUaz0NacGU,3953,128,4,2025-11-25T03:46:01.413570+00:00
8o09_8btPSc,792,10,0,2025-11-25T03:46:01.413572+00:00
8pIfxmA8z04,357311,0,1,2025-11-25T03:46:01.413575+00:00
8pUH84cvDBg,16236,319,426,2025-11-25T03:46:01.413577+00:00
8qWwdorh87c,28908,93,0,2025-11-25T03:46:01.413580+00:00
8qjsqv3C6rw,5307,13,2,2025-11-25T03:46:01.413582+00:00
8qvK7Loa4UQ,118791,2210,9,2025-11-25T03:46:01.413584+00:00
8sRhCa5wVNk,12846,54,2,2025-11-25T03:46:01.413587+00:00
8so70VBd6jU,9906,44,6,2025-11-25T03:46:01.413589+00:00
8u3dPJ2FyZo,330,9,2,2025-11-25T03:46:01.413591+00:00
8uRoTyC6KDM,1546484,14243,12,2025-11-25T03:46:01.413594+00:00
8uiVzzKZabk,6001,36,0,2025-11-25T03:46:01.413596+00:00
8urwKkch_PM,6624,32,0,2025-11-25T03:46:01.413598+00:00
8vW4FFr5kfA,1826,47,1,2025-11-25T03:46:01.413600+00:00
8xiAO9eYhuE,890,18,1,2025-11-25T03:46:01.413603+00:00
8yIngcAbk00,136,0,2,2025-11-25T03:46:01.413605+00:00
8y_4xIllJGc,1737,17,0,2025-11-25T03:46:01.413607+00:00
8yrpl2Vj_zg,63853,1532,213,2025-11-25T03:46:01.413610+00:00
8zAQZHrft_A,41667,219,0,2025-11-25T03:46:01.413612+00:00
8zW7xUgadkQ,1561,0,4,2025-11-25T03:46:01.413614+00:00
9-6dbzBxw2I,29431,0,0,2025-11-25T03:46:01.413617+00:00
91dZt1kAJ4g,916,0,2,2025-11-25T03:46:01.413619+00:00
92BTECV5w5c,28111,587,2,2025-11-25T03:46:01.413621+00:00
92dHujCrCRE,8881988,0,13,2025-11-25T03:46:01.413623+00:00
93DNPmws1mI,9084,60,0,2025-11-25T03:46:01.413626+00:00
94hsiDVmVI8,3827,13,0,2025-11-25T03:46:01.413628+00:00
957z1x9t_m4,3438,14,0,2025-11-25T03:46:01.413630+00:00
95LqeDWHU8U,606163,0,2,2025-11-25T03:46:01.413633+00:00
97pWKg1lmDY,13430,76,0,2025-11-25T03:46:01.413635+00:00
97r2HQ1y044,470,47,35,2025-11-25T03:46:01.413637+00:00
98FcLEN2fqs,1507,27,0,2025-11-25T03:46:01.413639+00:00
98aRWf8hw2k,25634,106,5,2025-11-25T03:46:01.413642+00:00
99DWMEhRQGc,76,3,2,2025-11-25T03:46:01.413644+00:00
99J528PHnqM,681,8,1,2025-11-25T03:46:01.413646+00:00
9AMmzAN8smE,2460,30,1,2025-11-25T03:46:01.413649+00:00
9BQtCpGumIQ,7627,67,0,2025-11-25T03:46:01.413651+00:00
9BXrlYElmag,2434,39,0,2025-11-25T03:46:01.413653+00:00
9Bt2UZ6W7MI,318271,6429,73,2025-11-25T03:46:01.413655+00:00
9CYxi-AMNFQ,2086,66,11,2025-11-25T03:46:01.413658+00:00
9Cf4i9XnJDU,18814683,327515,849,2025-11-25T03:46:01.413660+00:00
9DUBxiJjboU,60,4,1,2025-11-25T03:46:01.413662+00:00
9EPI-8aANnU,985,14,1,2025-11-25T03:46:02.002777+00:00
9Gt_L1i4Ns4,33379,310,1,2025-11-25T03:46:02.002796+00:00
9Hf7F73Ez5k,85245,3985,650,2025-11-25T03:46:02.002799+00:00
9HrAwW8aU_s,1828,14,0,2025-11-25T03:46:02.002803+00:00
9Ib85Pr_hGM,1092,22,1,2025-11-25T03:46:02.002805+00:00
9JtofPkntK4,20158,367,14,2025-11-25T03:46:02.002808+00:00
9KxcLdF6JsM,88901,760,1,2025-11-25T03:46:02.002810+00:00
9KzksCM1tVs,16837,28,0,2025-11-25T03:46:02.002812+00:00
9No-SV2tjhk,2716289,30799,18,2025-11-25T03:46:02.002815+00:00
9OOUDCrQ3y8,184820,3723,60,2025-11-25T03:46:02.002817+00:00
9OTCSv_vkGI,6530,162,1,2025-11-25T03:46:02.002820+00:00
9RQDyDPkty8,9120,118,0,2025-11-25T03:46:02.002822+00:00
9S0C9rhaCOY,9557,71,3,2025-11-25T03:46:02.002825+00:00
9TAPC2W2ays,12669,105,0,2025-11-25T03:46:02.002827+00:00
9Tp--9zNLi8,20949,42,8,2025-11-25T03:46:02.002829+00:00
9UZQQ2mOkSs,17336,0,1,2025-11-25T03:46:02.002832+00:00
9UshTWbJjng,84593,1200,1,2025-11-25T03:46:02.002834+00:00
9W1njVistEM,1845,8,0,2025-11-25T03:46:02.002836+00:00
9Z6ySWs0IdU,5372,0,0,2025-11-25T03:46:02.002839+00:00
9ZJ45Lb42bk,8038,87,0,2025-11-25T03:46:02.002841+00:00
9ZLm8Hqhg1k,386,2,0,2025-11-25T03:46:02.002844+00:00
9a7mQeM4XL8,1129,3,0,2025-11-25T03:46:02.002846+00:00
9bKed_y1Pb8,43170,90,1,2025-11-25T03:46:02.002848+00:00
9bNTt1KCsOE,79264,245,0,2025-11-25T03:46:02.002851+00:00
9ckP7VQMrEI,15354,0,2,2025-11-25T03:46:02.002853+00:00
9dsBzy7PmRo,113,3,0,2025-11-25T03:46:02.002855+00:00
9eSN6S9jqHU,1685,6,0,2025-11-25T03:46:02.002858+00:00
9et0s2A2T-Q,6464,32,10,2025-11-25T03:46:02.002860+00:00
9exJMjdNMRU,717263,3922,8,2025-11-25T03:46:02.002862+00:00
9f94omaY-yA,737,10,1,2025-11-25T03:46:02.002865+00:00
9ha-Md_NrMU,1455,29,3,2025-11-25T03:46:02.002867+00:00
9j7IWXy6dSk,158278,0,15,2025-11-25T03:46:02.002869+00:00
9jJR26iJ_YU,1565,10,2,2025-11-25T03:46:02.002871+00:00
9jUV66xBftA,4622,144,50,2025-11-25T03:46:02.002874+00:00
9jw2GJcVZAw,1322,12,0,2025-11-25T03:46:02.002876+00:00
9l62wQ3HsZg,1585,61,8,2025-11-25T03:46:02.002878+00:00
9lWQ6hGnloE,24697,96,1,2025-11-25T03:46:02.002880+00:00
9mGXHypabnw,42,0,1,2025-11-25T03:46:02.002883+00:00
9mIzrmmQUsk,1684,0,1,2025-11-25T03:46:02.002885+00:00
9mkcD8CE-qQ,6513,35,0,2025-11-25T03:46:02.002889+00:00
9ntLsRC5OBo,794,37,2,2025-11-25T03:46:02.002892+00:00
9nwlpnPfNcA,4713,27,0,2025-11-25T03:46:02.002894+00:00
9pSKyR6pyTI,11728,43,0,2025-11-25T03:46:02.002896+00:00
9qWeA1oXmGg,279053,1982,0,2025-11-25T03:46:02.002899+00:00
9qevjbq4ELM,359047,13611,395,2025-11-25T03:46:02.002901+00:00
9raUIy_jMn4,2580,9,0,2025-11-25T03:46:02.002903+00:00
9u9GJc00BSg,10407083,0,5,2025-11-25T03:46:02.002906+00:00
9wg9lrBN-DM,5058,16,0,2025-11-25T03:46:02.585230+00:00
9xSgh56NnZU,11798,39,2,2025-11-25T03:46:02.585250+00:00
9y5tt5rFTgY,1205,0,2,2025-11-25T03:46:02.585255+00:00
9yGme632Ii0,205850,0,1,2025-11-25T03:46:02.585258+00:00
9ywJl2WzyGc,1234845,67480,242,2025-11-25T03:46:02.585261+00:00
9zOUs1_aHfw,8476,18,0,2025-11-25T03:46:02.585264+00:00
A06MMKkTOks,4584,20,0,2025-11-25T03:46:02.585267+00:00
A1RT5PWlq-o,1102,6,0,2025-11-25T03:46:02.585270+00:00
A1WfWownhws,23847,708,10,2025-11-25T03:46:02.585273+00:00
A2hUli1xWs8,841,6,0,2025-11-25T03:46:02.585276+00:00
A2wv5ceFY_4,901,15,0,2025-11-25T03:46:02.585279+00:00
A48L48MoFLU,24362,95,2,2025-11-25T03:46:02.585283+00:00
A4iH7r0A0ow,1657,21,2,2025-11-25T03:46:02.585286+00:00
A4uYvl0oLpc,32208,216,17,2025-11-25T03:46:02.585289+00:00
A7PILyKMx1k,29904,219,0,2025-11-25T03:46:02.585292+00:00
A7aNS1h4csw,1228,16,0,2025-11-25T03:46:02.585295+00:00
A7bq7KTcmak,4254,26,90,2025-11-25T03:46:02.585298+00:00
A7x0n9BabPQ,74,0,0,2025-11-25T03:46:02.585301+00:00
A9x00_Gcy4M,30327,0,0,2025-11-25T03:46:02.585304+00:00
ABppIsuLkC0,36112,0,0,2025-11-25T03:46:02.585306+00:00
ACqPNNjNfK8,823,21,1,2025-11-25T03:46:02.585309+00:00
ADR6bpJCKKc,35573,141,0,2025-11-25T03:46:02.585312+00:00
ADVbpu_m0yU,1189,17,0,2025-11-25T03:46:02.585315+00:00
AFlNhFf21RI,32633025,233477,115,2025-11-25T03:46:02.585318+00:00
AGssYUckh_U,121352,1710,6,2025-11-25T03:46:02.585321+00:00
AGtCugsA-U0,1010,11,0,2025-11-25T03:46:02.585325+00:00
AIBHp2NjwgI,1616,27,0,2025-11-25T03:46:02.585328+00:00
AKAJWmpVHgk,33900,253,8,2025-11-25T03:46:02.585331+00:00
ALQdeDkRImY,30964,556,0,2025-11-25T03:46:02.585334+00:00
ALYZGbpzFkY,10784,124,0,2025-11-25T03:46:02.585336+00:00
ALzPhg7czYE,4491057,86934,359,2025-11-25T03:46:02.585339+00:00
AMX2QJfu7Ac,1218,14,2,2025-11-25T03:46:02.585342+00:00
AMzi73x7khc,34896,106,0,2025-11-25T03:46:02.585345+00:00
AN7C8qng7mk,23875,74,1,2025-11-25T03:46:02.585348+00:00
AOwC0WWRwV4,21500,213,2,2025-11-25T03:46:02.585352+00:00
AQh56wHRduI,26149,246,0,2025-11-25T03:46:02.585355+00:00
ASBFbRTissc,2095,16,0,2025-11-25T03:46:02.585357+00:00
ASplh2hFWQE,1466,9,1,2025-11-25T03:46:02.585360+00:00
AUT4mAR5YcA,803288,7316,4,2025-11-25T03:46:02.585363+00:00
AVbe2bnUBqc,1319,10,0,2025-11-25T03:46:02.585366+00:00
AVcm1XIRupI,4211,47,0,2025-11-25T03:46:02.585369+00:00
AVv8KOiCNPM,1912,148,0,2025-11-25T03:46:02.585372+00:00
AXbyU3FXFgI,28385,104,0,2025-11-25T03:46:02.585375+00:00
AZaAMLppcTA,12894,60,1,2025-11-25T03:46:02.585378+00:00
AabwG0caKX4,25,0,0,2025-11-25T03:46:02.585381+00:00
AawLsXC_FvY,1796,16,3,2025-11-25T03:46:02.585384+00:00
AayWVvAC338,2471,28,4,2025-11-25T03:46:02.585387+00:00
Ac3cNbUgf2E,20252,237,5,2025-11-25T03:46:02.585389+00:00
Ac5O8brDbcQ,4149259,7818,110,2025-11-25T03:46:02.585396+00:00
AdCxgtIczXo,1252302,11364,28,2025-11-25T03:46:02.585399+00:00
AemfIh8WhiI,218327,5147,1653,2025-11-25T03:46:03.182491+00:00
AfrGN_w-EK8,108906,3070,12,2025-11-25T03:46:03.182511+00:00
Ag1EaXLlw5Y,149,1,0,2025-11-25T03:46:03.182517+00:00
AgPW0v2OnlI,22031,215,0,2025-11-25T03:46:03.182523+00:00
AiwKFd5hUFM,19907,97,0,2025-11-25T03:46:03.182526+00:00
Aj5WtEHs080,1752,37,0,2025-11-25T03:46:03.182529+00:00
AjWWT-JRi3E,646633,9511,24,2025-11-25T03:46:03.182532+00:00
AjbyXPJsBE8,150337,209,2,2025-11-25T03:46:03.182535+00:00
AkCYIEE3rfY,13456,145,0,2025-11-25T03:46:03.182538+00:00
AmAbAcZ6Ack,1173818,4417,0,2025-11-25T03:46:03.182541+00:00
Amd_iW--VCc,2146,0,0,2025-11-25T03:46:03.182545+00:00
AnTdAqQBkqg,155436,1664,15,2025-11-25T03:46:03.182548+00:00
AnaKEUumi7g,160,0,25,2025-11-25T03:46:03.182551+00:00
Anb9SmN1leQ,1406,43,2,2025-11-25T03:46:03.182554+00:00
Aojf3_DTUWw,16288,587,15,2025-11-25T03:46:03.182557+00:00
ArF5bTPV7ZM,1231,14,0,2025-11-25T03:46:03.182560+00:00
As2RwG60zjU,28730,152,0,2025-11-25T03:46:03.182563+00:00
Ascj55lgkCI,479,5,0,2025-11-25T03:46:03.182566+00:00
AtxIsfuLZqk,1823634,32239,18,2025-11-25T03:46:03.182570+00:00
Au6jRZmccNc,5936,0,0,2025-11-25T03:46:03.182573+00:00
AvmCMT0m3xE,1429,12,3,2025-11-25T03:46:03.182576+00:00
Axd_teW_MHg,37756,367,0,2025-11-25T03:46:03.182579+00:00
Ayo5kg5xxZs,42650,434,55,2025-11-25T03:46:03.182582+00:00
AzK_rCmsue8,12498,0,1,2025-11-25T03:46:03.182585+00:00
B-71pVTJMio,1243,7,0,2025-11-25T03:46:03.182588+00:00
B01J3afcvHc,289,4,0,2025-11-25T03:46:03.182591+00:00
B3DiAiQETbI,12831,46,12,2025-11-25T03:46:03.182594+00:00
B3g2haX_VfU,36114,102,0,2025-11-25T03:46:03.182597+00:00
B3q_ujI00sc,3459,73,5,2025-11-25T03:46:03.182600+00:00
B4fUvoE5uKI,38974,207,0,2025-11-25T03:46:03.182603+00:00
B5D8gbh8ewA,1120,29,26,2025-11-25T03:46:03.182606+00:00
B7mN0dJPclE,1059,18,1,2025-11-25T03:46:03.182609+00:00
